Title,Context,Locations,Latitude,Longitude
"Woman asks community to help homeless man, dog living in her neighborhood","HORRY COUNTY, SC (WMBF) - A homeless man and his yellow lab stand peacefully on the side of the street on Atlantic Avenue in Garden City. It's been home for Alan Lord and his 4-year-old yellow lab, Levi, for the past month. It’s a familiar feeling of homelessness after more than a year of living on the streets. ""You can’t judge a book by its cover,"" said Lord. Lord used to have a successful life in Charlotte. He did data entry for Bank of America for a long time. Then, he lost his job, his wife and his house, and resources quickly ran out. Eventually, Lord moved to the Surfside/Garden City area, but a job fell through. “I do not panhandle, I’ve never asked anybody for money, I don’t make up signs. It’s very hard for me to be in this position. A lot of people I think have realized that and if they offer me money and stuff, I can’t turn it down because I have to support the dog,” he said. “People have been bringing dog food and been very, very kind. Kids come up and hand me food and offer and say, 'Is there anything we can do for you, water or anything?'” It’s been more help than he imagined. “A lot of people have really been going out of their way to keep us well fed and keep some extra money in our pockets,” Lord said. ""We sit by the road most of the time, on the sidewalks. We've had many sleepless nights. The dog will sleep in the kennel. I have the tarps over him to keep the wind blocked out and trap his body heat in, and I'll climb under the tarp, too."" Lord is still recovering from a near-fatal car crash that required multiple back surgeries and contributed to mental health problems. Levi is his service dog. “I think I would have stopped waking up at this point, you know. I think I might have given up. He is a very big piece of my heart. People who have kids probably feel the same way,"" he said. Some of the help Lord and Levi have received comes from Doris Lindenwald. She comes to assist every single day. “It’s heartbreaking. I feel bad for him. I get emotional because I know what it is to be without anything."" Lindenwald said in tears. ""I grew up with not a lot. My heart just breaks for this guy. He’s always been pleasant to me and my friends, he always has, and we’ve tried to do what we can to help him.” Lindenwald and her friends noticed Lord and Levi on the street near her home. She got more people together to buy a crate on wheels so Lord could push Levi around and make it easier on his back. She said she has seen him in tears because of the pain. Lindenwald and her friends have bought food and water on a daily basis, and given Lord money. She has reached out for more help. “There should be more awareness to get these people off the streets,” Lindenwald said. “We called Street Reach and they said they had a bed and would take the dog, but just for a short time. This guy needs permanent help and I think he needs help with doctors.” Some were concerned for Levi’s well-being and the Grand Strand Humane Society was contacted, according to Lindenwald. She was told that as long the dog is healthy and not mistreated, he has the right to have it. Lord said he is willing to take the next step. ""We are still currently looking for a place. I am willing to do work and trying to get federal disability,” he said. “I still want to be a functioning member of society. I think I have a lot to teach other people and have a lot to give to the world.” Lindenwald is hoping a Go Fund Me page will be created to bring more awareness. To help get involved, send WMBF News a message on Facebook. Copyright 2018","['HORRY COUNTY', 'Garden City', 'Charlotte']","[33.9204504, 37.9716898, 35.2272086]","[-78.9578973, -100.8726618, -80.8430827]"
Entrepreneur Info session organised in Goodlands,"- 06 April, 2018: An Entrepreneur Info Session , aiming to raise awareness on the different schemes and support services put at the disposal of entrepreneurs, was held yesterday at the Farmers Service Centre, in Goodlands. The one-day event, organised by SME Mauritius Limited, was attended by the Minister of Business, Enterprise and Cooperatives, Mr Soomilduth Bholah, and other stakeholders active in the entrepreneurship field. The session comprised interactive discussions between entrepreneurs and resource persons from seven institutions namely: MauBank, SME Equity Fund Limited, Investment Support Program set up by the Ministry of Finance and Economic Development, SME Registration Unit, Food and Agricultural Research & Extension Institute, SME Mauritius Limited, and Development Bank of Mauritius. The resource persons gave a short presentation of the different business development services, followed by a question and answer session. In his address, Minister Bholah, indicated that the Info session is a key initiative to help further stimulate entrepreneurship development across Mauritius. The main purpose, he emphasised, is to address the queries of both potential and existing entrepreneurs with regards to available financial and support services provided by various institutions. The Minister also underlined the importance of access to information, and, added that many entrepreneurs are not fully aware of the benefits that can be reaped from the available schemes. The schemes, he pointed out, have been carefully worked out and tailored to the needs of entrepreneurs with the objective of supporting business start-ups and stimulating further development of existing businesses. Mr Bholah called on entrepreneurs to make maximum use of the schemes and services put to their avail to scale up their businesses. Speaking of SME Mauritius Limited, the Minister highlighted that the newly incorporated institution is committed to support and facilitate the development of entrepreneurship in Mauritius and is also responsible for ensuring the successful implementation of the 10-Year Master Plan. The organisation is driven by a new set of values and visions which will help to give a new impetus to the SME sector, he added.",['Goodlands'],[-30.0137005],[117.2597566]
India police arrest man for keeping mother's body in freezer,"KOLKATA, India – Indian police have arrested a 46-year-old man for allegedly keeping his mother's body in a freezer for almost three years while collecting her monthly pension payments. Police officer Nilanjan Biswas says Subhabrata Majumdar was arrested after his mother's body was found in the large freezer during a Thursday police raid on their home in the city of Kolkata. Biswas says Majumdar had hidden his mother's body after she died three years ago, at age 81, and continued withdrawing her monthly retirement pension of 30,000 rupees, about $460. Biswas says Majumdar told police that he kept her mother's body because he believed she could be brought back to life. Police also questioned his 90-year-old father, who lived in the same house, but did not arrest him because of his poor health.","['India', 'Kolkata']","[22.3511148, 22.5726459]","[78.6677428, 88.3638953]"
Jaime's son hit by glass after man attacks car,"LOS ANGELES: Actress-model Jaime King's four-year-old son was struck by glass after a man allegedly attacked a car the boy was in. On Wednesday, a man jumped on top of King's Mercedes-Benz and smashed the windows in while her son James Knight Newman was inside the car in Beverly Hills, reports eonline.com. According to the Beverly Hills Police Department, the shattered glass struck the child while he sat in the car's back seat. The ""Hart of Dixie"" actress, who is also mother to two-year-old Leo Thames Newman, was outside the vehicle at the time of the attack but a female friend was in the car with the boy and emerged from the car in order to protect James and was hit with a can by the attacker. The suspect, who has been identified as 47-year-old Paul Francis Floyd, was arrested for felony child endangerment, misdemeanour battery and two counts of felony vandalism. Floyd is being held on $100,000 bail and is scheduled to appear at the Airport Courthouse on Friday. The BHPD released a statement to eonline.com about the incident: ""On April 4, 2018, at approximately 4.43 p.m., the Beverly Hills Police Department received several calls of a vehicle vandalism in the 400-block of N. Bedford Drive. Police arrived within minutes and promptly detained the suspect."" The statement also explained that the suspect vandalised two cars ""by kicking and jumping on the vehicles"". The police statement further read: ""The first vehicle, occupied by a male adult driver, was stopped at the apron of a driveway when the suspect kicked the vehicle causing damage."" The police department's statement explained: ""The second vehicle, occupied by a female adult driver and a four-year-old child, was parked along the curb, when the suspect jumped on the vehicle."" ""The four-year old child was secured in a child car seat positioned in the back seat of the vehicle as the suspect jumped on the rear windshield causing glass to shatter and strike the child. In an effort to protect the child, the female driver exited the vehicle and confronted the suspect at which time he threw a can at her, striking her arm,"" the statement read. The statement added that there will be a second investigation into the behaviour of paparazzi. ""During the investigation it was learned that several paparazzi were in the area photographing the incident and the second victim's vehicle. The Department is conducting a secondary criminal investigation for California Penal Code Section 11414-Intentional harassment of a child or ward of another person because of that person's employment.""","['LOS ANGELES', 'Beverly Hills', 'BHPD', 'the Beverly Hills']","[34.0536909, 34.0696501, None, 22.4593613]","[-118.242766, -118.3963062, None, 114.2057622]"
Trump's Tariff Threats Against China Spark Wide Criticism,"""These tariffs that have targeted China confirm that the Trump administration intends to bypass the WTO's dispute settlement body and unilaterally rely on U.S. law alone regarding the ongoing trade dispute with China. That is a big mistake,"" Jon R. Taylor, a political science professor at the University of St. Thomas in Houston, Texas, said. WTO rules and regulations were established to provide a global mechanism to resolve trade disputes, he said. ""If the U.S. follows through on these tariffs, so will China,"" he warned. ""The ball is in the U.S. court."" Trump on April 5 threatened to slap tariffs on $100 billion of imports from China. It was the latest protectionist trade action against China. Earlier, the U.S. Trade Representative proposed to impose an additional 25 percent tariff on $50 billion of imports from China, which has drawn strong opposition from business groups. China on April 4 unveiled a list of products worth $50 billion imported from the United States that will be subject to higher tariffs and plans to take relevant U.S. practices to the WTO trade dispute settlement system. Canadian international business expert Ian Lee called the trade tensions between the United States and China more than bilateral--part of a broader issue involving Trump challenging the international trading system. United Nations Secretary General Antonio Guterres, who called China a pillar of the multilateral system, said trade wars are always bad for those involved and for the international economy as a whole. ""We need to have international cooperation,"" he emphasized. The international framework that governs global trade is of extreme importance with the WTO at its center, he said, adding, ""Free trade is a very important contributor to global prosperity."" Guterres said wherever there is a problem, there must be dialogue and serious discussions to address it. ""I am a strong believer in multilateralism ... to address global problems... Global problems need to have global answers, and global answers can only be implemented through multilateral frameworks,"" he said. Martin Wansleben, Chief Executive of the Association of German Chambers of Commerce and Industry, suggested direct talks among the parties involved to work on common trade rules within the WTO for maintaining a good and fair world trade. Imposing new tariffs is ""an economic dead end,"" he said. Growth and welfare are based on cooperation. ""The economies of China and the United States have been intertwined heavily for a long time, so it's impossible to introduce any protective trade measures without hurting the two economies or the world economy,"" Wansleben said. (Xinhua News Agency April 6, 2018)","['China', 'U.S.', 'Houston', 'Texas', 'the United States']","[35.000074, 48.6840558, 29.7589382, 31.2638905, 47.8281626]","[104.999927, 9.0096574, -95.3676974, -98.5456116, -122.598365]"
Epicurean Santa Barbara Opens Culinary Possibilities,"“Wouldn’t it be cool if we did food events all the time?” Keith recalled thinking. “And not just for Newcomers,” continued Amy. So they took the Newcomers model of an annual membership ​— ​that money pays for administration, insurance, bookkeeping, marketing, supplies, and more ​— ​plus per-event fees and began plotting last summer along with Renee Martin and Leif Pietila, who’ve since taken more of a backseat. Help also came from advisory boardmembers Michelle Isom, Paul Astbury, and Jeremy Allen, a card-carrying oenophile who helps organize the wine events. The Epicurean offerings are much like what’s done in Newcomers, said Allen, “but seriously elevated.” Their gala launch at Sullivan Goss in November featured musicians planted amid the crowd, as Amy likes to foster the “immersive quality of the arts” and Keith sees food on the same plane as visual and performing arts. Without warning, as people mingled, a violinist and cellist started playing. “The next thing they know,” said Amy, “the person they’re speaking to is singing to them.” Said Allen, “Suddenly, the event becomes memorable.” Explained Keith, “We like to run progressive events, with a first act and a second act and a third act. It keeps people engaged.” At his stylish home with stunning Goleta-foothills-to-Carpinteria-coast views atop the Mesa, Allen recently hosted a tasting of Turtle Rock wines with vintner Don Burns, who also makes Saxum wines. Amy made excellent appetizers, and Burns spoke openly about his craft, answering questions both basic and probing with honesty and charm. By Matt Kettmann. The wines kept flowing, as did the conversation, and all attendees got to leave with a bottle of their choice, as the ticket price includes a bottle to go. And the club doesn’t ask winemakers to pour for free, as do many tasting events of this sort ​— ​they buy all the wines up-front, which winemakers like. (The Turtle Rock post-party dinner at Black Sheep, complete with Allen’s Sine Qua Non and Torbreck bottles, was even more winemaker bait.) “We’ve approached a dozen winemakers, and no one’s turned us down,” said Keith, whose list of wineries so far also includes Booker and L’Aventure. But aside from the wine and food, Epicurean Santa Barbara is about making connections between people who love good food and drink. “It truly is a club,” said Keith, who wants to grow the membership, currently around 100, to 300. “People become friends. They come from all walks of life. It’s a good mix.” Said Allen, “You want to bond with your tribe, and this facilitates that.” 4·1·1. Epicurean Santa Barbara memberships are $195 for an individual, $295 for individual VIP , $295 for a couple, and $445 for a couple VIP . Events range in price. See","['Carpinteria', 'n’t', 'Santa Barbara']","[34.3988838, 32.0533209, 34.4221319]","[-119.5184564, 34.806236, -119.702667]"
"Yes on Cuyahoga County Issue 9, renewal of 3.9-mill health and human services levy:...","MetroHealth Medical Center, the county hospital system, is one of the beneficiaries of the Health and Human Services levy. ( By Editorial Board Cuyahoga County's health and human services levies help young children attend high-quality preschool, provide treatment for the mentally ill and the drug-addicted and ensure that last-resort medical care is available to all in the county at MetroHealth Medical Center, among many other services. This year, Issue 9 , the smaller of the two levies, is on the May 8 ballot. It's an important 3.9-mill two-year renewal that will bring in $104 million annually. The levy, which will not raise taxes, costs the owner of a $100,000 home about $135 a year. This levy does so much that losing it would be ""catastrophic,"" Cuyahoga County Executive Armond Budish told the editorial board Tuesday. Two recent controversies do not reflect overall on the tremendous work the county does in human services. The first is the death of Aniya Day-Garrett , a four-year-old girl who was not removed from her home by county workers, who said they lacked evidence of abuse, a failure that is still under investigation. Aniya's mother and her mother's boyfriend have been charged with aggravated murder in the girl's death. Then there's the ongoing corruption investigation that has named several Cuyahoga County employees, none in the county's social services departments. Issue 9 is vital for our community and deserves county voters' support. Early voting in the May 8 primary begins April 10. About our editorials: Editorials express the view of the editorial board of cleveland.com and The Plain Dealer -- the senior leadership and editorial-writing staff. As is traditional, editorials are unsigned and intended to be seen as the voice of the news organization. Have something to say about this topic? Use the comments to share your thoughts. Then, stay informed when readers reply to your comments by using the ""Follow"" option at the top of the comments, and look for updates via the small blue bell in the lower right as you look at more stories on cleveland.com. which will be considered for print publication. * Email general questions about our editorial board or comments on this editorial to Elizabeth Sullivan, director of opinion, at esullivan@cleveland.com.",['Cuyahoga County'],[41.4301347],[-81.6905558]
Japan's Hacked Coincheck To Be Bought By Monex For 3.6 Bln Yen,"Japanese cryptocurrency exchange Coincheck, which was hit by the largest-ever digital currency theft, has agreed to be acquired by Japanese online brokerage Monex Group for 3.6 billion yen or about $34 million. Monex's shares climbed around 20 percent in Japan following the announcement. It was in late January that Coincheck was hacked of 523 million NEM coins worth 58 billion yen or $530 million at that time. The crypto exchange already began repaying its affected customers. Following the hacking, Coincheck was under the scanner of Japanese Financial Services Agency, which ordered the exchange to improve its operations. The FSA also demanded a clarification of management responsibility. In a statement, Monex said the acquisition goes with ""MONEX's new beginning"", which was announced last October. The company has set up Monex Cryptocurrency Lab aiming to enter the cryptocurrency exchange At the extraordinary general shareholders meeting of Coincheck scheduled on April 16, directors and auditors will be appointed. Coincheck's founding president Koichiro Wada and chief operating officer Yusuke Otsuka will resign from the board and will become the company's Executive Directors. Toshihiko Katsuya, Monex's Managing Director and Senior Executive Officer of the Company, will be appointed as President and Executive Director. Following the deal closure, Monex plans to make Coincheck a subsidiary from the consolidated financial results for the first quarter of the fiscal year ending March 31, 2019. In the fiscal year ending March 2017, Coincheck's business net income was 471 million yen, operating income 719 million yen, and sales 980 million yen. In Japan, Monex shares were trading at 480 yen, up 20 percent. by RTTNews Staff Writer. For comments and feedback: editorial@rttnews.com.","['Japan', 'Coincheck']","[36.5748441, None]","[139.2394179, None]"
Tunisias reluctant NATO partnership,"By Umberto Profazio, Consulting Research Assistant for the IISS Armed Conflict Database On 12 February, Tunisian Defence Minister Abdelakrim Zbidi told a parliamentary committee his ministry had rejected a NATO grant of €3 million (US$3.7m) for the establishment of a joint command centre in Tunisia. The centre would have served to plan, command and control joint military operations by Tunisia’s armed forces, with a particular focus on border controls and the fight against terrorism. Considering Tunisia’s interest in security cooperation with NATO and the Alliance’s eagerness to support Tunisia’s young and democratic institutions, the revelation came as a surprise. Relations between NATO and Tunisia seemed solid and have improved considerably in recent years. In 2014, 20 years after joining the Mediterranean Dialogue programme, Tunisia entered a NATO individual partnership and cooperation programme focused on priority areas including counter-terrorism and border security, two core concerns of the Tunisian authorities. The following year former prime minister Habib Essid visited NATO headquarters in Brussels, discussing ways to deepen the partnership in areas of mutual interests including military education and training. Essid’s 2015 visit came amid a wave of terrorist attacks in Tunisia, which forced President Beji Caid Essebsi to declare the state of emergency still in force three years later. Since the Ben Guerdane attack in March 2016, security forces seemed to have gained the upper hand over jihadist groups, preventing infiltration attempts from neighbouring Libya and containing the terrorist insurgency in Mount Chaambi, Kasserine governorate. However, the country’s officials believe there are close to 3,000 Tunisian fighters in foreign war zones such as Iraq, Libya and Syria. Their eventual return home following the territorial collapse of the Islamic State, also known as ISIS or ISIL, will pose serious challenges to the country’s stability. Given Tunisia’s exceptional security challenges and the volatile regional context, the rejection of NATO’s offer raises questions about Tunisia’s willingness to enhance its partnership with the Alliance. Tunisian authorities seemed motivated by the need to preserve national sovereignty in security matters: during his committee appearance, Zbidi said NATO had demanded its staff have access to the joint command centre, which was expected to be established in Gabès. Tunisian authorities oppose the presence of any foreign organisations inside the country, and were wary of NATO’s interference in the choice of base location. US drone strikes cause embarrassment The command centre incident suggests Tunisia closely guards its sovereignty, and is particularly sensitive on issues such as security, border controls or counter-terrorism. But the authorities have often collaborated with foreign partners in recent years. In late 2016 Tunisia worked with the United States as the Government of National Accord in Libya launched Operation Solid Structure (Bunyan Marsous) . During efforts to oust ISIS from Sirte, the US gave air support to a coalition of militias from Misrata that formed the backbone of the operation. In October 2016, during the fiercest phase of the fighting, the Washington Post revealed that the US was conducting surveillance drone operations inside Libya from an airbase in Tunisia. The episode highlights Tunisia’s ambivalent attitude towards Western partners. US government officials confirmed the reports, saying Reaper drones were flown by US personnel with the consent of the Tunisian government, from an existing base run by the Tunisian army. However, the news deeply embarrassed authorities in Tunis: defence officials initially denied allowing the US to operate such drone flights from Tunisian airbases, only to be contradicted a month later by Essebsi, who confirmed that US drones were flying missions at the border with Libya, according to an agreement with Washington to share intelligence. The proclaimed (but often neglected) principle of Arab solidarity can help explain Tunisia’s ambiguity towards the 2016 US military operations, as well as the country’s reluctant partnership with NATO. The Tunisian government may find it uncomfortable to tell its people that their military bases are used by Western governments for operations in neighbouring countries, or that foreign militaries are present on their soil. This concern is evident in controversy surrounding a proposed intelligence fusion centre in Tunisia, announced by NATO in 2016. The centre would have involved military and civilian agencies sharing intelligence across different disciplines and focusing on the phenomenon of Tunisian foreign fighters. Its main purpose was supporting Tunisian Special Forces in counter-terrorism activities, deepening the cooperation between NATO and Tunis. However, Tunisian authorities denied such a centre would be created. The Ministry of Defence said the country already had an intelligence fusion centre financed by Tunisian institutions and managed by its own officials. Even though the press reported progress on this issue last year, saying that the project was near completion, no breakthrough has yet occurred. Cooperation with Algeria External factors also explain Tunisia’s reluctance to become deeply involved with NATO. Given the instability affecting North Africa since the Arab Spring, security cooperation with neighbouring countries has been unavoidable for the Tunisian government. Tunisia has strengthened its relations with Algeria, responding to the terrorist threat along the countries’ shared border. In 2014 the neighbours struck a deal to secure the border and share intelligence, and a security cooperation agreement was signed in March 2017. Algeria traditionally opposes any Western military presence in the region and has always been wary of the establishment of military bases in neighbouring countries. This stance, which clearly stems from the non-interventionist policy adopted by Algerian authorities since the nation’s independence, could have played a role in Tunisia’s recent decisions to decline NATO offers. Tunis is increasingly reliant on Algeria’s counter-terrorism expertise, gained during the ‘black decade’ of the 1990s. The arrival of NATO bases or officials in Tunisia could have upset Tunisia’s western neighbour, possibly harming crucial security cooperation. A greater role for France Another reason for Tunisia’s decisions may be found in France’s shifting approach to North Africa. Since his election in May 2017, French President Emmanuel Macron and his foreign minister Jean-Yves Le Drian have been promoting a new course in North Africa, making frequent visits and arranging meetings with the clear aim of allowing France to assume a central role in the region. In a visit to Tunis on 1 February Macron criticised NATO’s 2011 intervention in Libya, saying attempts to solve a crisis through unilateral military action were an obvious mistake. It is interesting to note that Macron’s remark anticipated Zbidi’s announcement on the NATO joint command centre. It is extremely unlikely that the visit of the French president affected Tunisia’s most recent decision. But the rejection of NATO’s grant offer seems to ease Paris’s quest for leadership in North Africa, allowing the French administration to take advantage of favourable circumstances, including visible US disinterest in the region. The IISS Voices blog features timely comment and analysis on international affairs and security from IISS experts and guest writers.","['Tunisia', 'Brussels', 'Libya', 'Mount Chaambi', 'Iraq', 'Syria', 'Gabès', 'US', 'the United States', 'Sirte', 'Misrata', 'Washington', 'North Africa', 'Algeria', 'France', 'Paris']","[33.8439408, 50.8465573, 26.8234472, None, 33.0955793, 34.6401861, 33.7765032, 39.7837304, 47.8281626, 31.2059625, 32.3745923, 38.8950368, 51.5530981, 28.0000272, 46.603354, 48.8588897]","[9.400138, 4.351697, 18.1236723, None, 44.1749775, 39.0494106, 9.793063, -100.445882, -122.598365, 16.5836206, 15.0905803, -77.0365427, 5.0904485, 2.9999825, 1.8883335, 2.320041]"
Ruling party leads in voter support poll with 31.8 pct,"Third in a recent poll by the Institute of Social and Market Research (IBRiS) came the Democratic Left Alliance (SLD) on 12.1 percent (up by 2.4 ppts), followed by Kukiz '15 on 8.5 percent (1.7 pct increase), the Polish People's Party (PSL) on 5.9 percent (2 ppts drop) and Nowoczesna on 5.1 percent (1 ppt up). The remaining parties came below the electoral threshold (5 percent for parties and 8 percent for coalitions). Asked who they would vote for in an election, 2.1 percent declared support for the Together Party, and 0.9 percent for Freedom. The survey was conducted on April 4. (PAP) mr/ej. All materials (especially agency messages, photographs, graphics and film material) placed on this Portal are protected under the Law on copyright and related rights of February 4, 1994 and the Law on the protection of databanks of July 27, 2001. The said materials may be used only under appropriate license agreements. Any usage of said materials by Portal users without a valid license agreement is forbidden with the exclusion of legally allowed exceptions (especially permitted personal usage).",[],[],[]
getreading Volunteer drivers needed to help South Central Ambulance Service Drivers are needed to help take patients to appointments...,"Volunteer drivers needed to help South Central Ambulance Service. Drivers are needed to help take patients to appointments 6 April 2018 By Cristina Harris Become a volunteer car driver Credit: South Central Ambulance Service. Volunteer car drivers are needed to help South Central Ambulance Service NHS Foundation Trust ferry people around The non-emergency patient transport service helps hundreds of people attend planned hospital and medical appointments every day. But it needs more volunteer car drivers to help patients across the Thames Valley including in and , Berkshire. Read More Volunteers provide transport, using their own cars, for patients experiencing difficulties in travelling to their appointments. Last year, the volunteer car driver team took 21,876 patients to and from appointments and covered 527,121 miles – the equivalent of driving coast-to-coast across America around 165 times. Volunteer car drivers come from all walks of life and after enrollment, each will receive a mobile phone, a competitive mileage allowance and ongoing support. No previous experience is necessary, just a friendly and caring attitude along with a valid UK driving licence with no more than three penalty points, and access to a modern and reliable four door car. Read More Applicants also need to be at least 18 years old and be prepared to undertake both a DBS and occupational health check. To find out more, visit online or email your name and the area you live in to Volunteer drivers needed to help South Central Ambulance Service.","['America', 'UK']","[39.7837304, 54.7023545]","[-100.445882, -3.2765753]"
News Minute: Here is the latest New Mexico news from The Associated Press at 1:40 a.m. MDT,"ALBUQUERQUE, N.M. (AP) - New Mexico's two U.S. senators have joined fellow Democrats and environmentalists in calling for the embattled chief of the Environmental Protection Agency to resign. Sens. Tom Udall and Martin Heinrich issued statements Thursday, taking aim at Scott Pruitt's policy decisions and questions about his conduct. ALBUQUERQUE, N.M. (AP) - Documents show a New Mexico GOP state lawmaker and congressional candidate failed to disclose that her real estate company earned nearly a half-million dollars in state contracts. An analysis of campaign financial disclosure records by The Associated Press found Rep. Yvette Herrell's company took in $440,000 by renting property to two state agencies since 2013. However, Herrell did not disclose that income on ethics disclosure statements. SAN DIEGO (AP) - The U.S. National Guard faces a vastly different environment than it did on its last two deployments to the border with Mexico, with far fewer illegal crossings and more Central Americans than Mexicans coming. Still, its role is shaping up much the same: moving more Border Patrol agents from behind-the-scenes jobs to the front lines. Federal law limits military involvement in civilian law enforcement, creating a supporting role for the Guard. WASHINGTON (AP) - President Donald Trump has renewed his fierce denunciation of the nation's immigration policies. At an event in West Virginia, the president called for tougher border security while reviving his unsubstantiated claims that ""millions"" of people voted illegally in California. He linked immigration with the rise of violent gangs like MS-13 and suggested anew Thursday that there had been widespread fraud in the 2016 election. Copyright 2018 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.","['N.M.', ""New Mexico's"", 'U.S.', 'New Mexico', 'SAN DIEGO', 'Mexico', 'WASHINGTON', 'West Virginia', 'California']","[34.5802074, -30.7424, 48.6840558, 34.5802074, 32.7174202, 23.6585116, 38.8950368, 38.4758406, 36.7014631]","[-105.996047, 150.6185, 9.0096574, -105.996047, -117.162772, -102.0077097, -77.0365427, -80.8408415, -118.755997]"
InvestEU- European support for climate-related research by Kemira Oyj,"The European Investment Bank (EIB) has signed a USD 49.3 million (EUR 40 m) loan with global chemicals company Kemira Oyj, headquartered in Finland. The loan was made possible by the European Fund for Strategic Investments (EFSI), the central pillar of the Investment Plan for Europe, which was launched by the EIB Group and the European Commission to boost the competitiveness of the European economy. Kemira will use the financing to boost its investments in research, development and innovation in chemical applications and technical solutions for water treatment, pulp and paper chemicals, and other chemicals. The aim of the project is to develop new products and technologies for the pulp and paper industry, municipal and industrial waste-water treatment as well as the mining industry. The R&D programme will be implemented in Kemira’s existing R&D centre located in Espoo, Finland, where highly specialised jobs will be maintained through the programme. Vice-President Alexander Stubb, responsible for EIB-lending in Northern Europe, said: “Everyone knows that natural resources are limited and that we have to make optimal use of them. The research, development and innovation programme proposed by Kemira will enable industries that use a lot of water to implement more circular economy-focused models, thus mitigating climate change.” European Commission Vice-President Jyrki Katainen, responsible for Jobs, Growth, Investment and Competitiveness, said: ""The €40 million loan signed today by the European Investment Bank under the Investment Plan for Europe demonstrates both the EU's and Kemira's commitment to investing in the circular economy and minimising waste generation, as well as delivering growth and job opportunities. With this EU-backed financing, Kemira's R&D capabilities are reinforced to develop new products and methods for treating waste water and to research innovative solutions for example in the paper and pulp as well as mining industries."" Supporting projects like Kemira, is part of the European drive to promoting a circular economy, where the value of products, materials and resources is maintained in the economy for as long as possible, and the generation of waste is minimised - a key EU policy priority. The EIB, together with the European Commission, supports the Member States in their transition towards a circular economy by providing finance and advisory services for such projects. During the last five years the EIB has co-financed EUR 2.4 billion of circular economy projects with a positive impact on sustainable and economic growth, competitiveness and employment around Europe and beyond.","['Finland', 'Kemira', 'Espoo', 'States']","[63.2467777, 60.9061532, 60.2047672, None]","[25.9209164, 26.6486543, 24.6568435, None]"
Cerar and Erjavec say Slovenia’s reaction was appropriate. Janša: We’ve fallen out with everyone,"At a session of the parliamentary Foreign Policy Committee, the outgoing PM Miro Cerar and Foreign Minister Karl Erjavec stressed that Slovenia’s action in the Skripal affair was appropriate. The president of the SDS Party, Janez Janša, said that Slovenia had fallen out of favour with both Russia and Great Britain. Outgoing PM Cerar said the incident is not being investigated only by Great Britain and its intelligence services, but the intelligence services of other countries as well. He added that all of them had come to similar conclusions. ""The cross analysis shows that Russia is most likely responsible for the attack and that there are no convincing alternative explanations,"" Cerar said during a debate with Luka Mesec from the Left party. Mr. Mesec pointed out that the situation is similar to that in 2003, when Slovenia endorsed the invasion on Iraq, even though it was later proved that Saddam Hussein did not have weapons for mass destruction. Cerar stressed that the statement of EU leaders does not represent a legal decision, but a political declaration. 'This was a political discussion and a political decision was formulated in these conclusions,' he explained. Cerar said that Slovenia had to endorse the statement and show its solidarity with all the EU member states. By recalling its ambassador to Moscow for consultations, Slovenia made a less radical diplomatic step. Cerar reminded the committee that such a measure was also taken by Bulgaria, Luxembourg, Malta, Portugal and Slovakia. 'In this case, Slovenia did not blindly follow the EU, NATO and other countries. This was also demonstrated by our decision, which is different from the majority of EU states, but nevertheless aims for the same goal,' stressed PM Miro Cerar. No conclusions by the committee Janez Janša from the opposition SDS party said that Slovenia, with its actions, has fallen out of favour with both sides . ""Slovenia acted more Catholic than the Pope would expect,"" he said, and added that Slovenia is a specific case in the EU and NATO because of its relations with Russia. Both Cerar and Erjavec rejected Janša’s assessment that anyone held any resentment towards Slovenia. Foreign Minister Karl Erjavec reminded of the fact that the European Union adopted the same measure, by recalling its ambassador to Russia for consultations. According to the minister, Slovenia’s action represented its own interests, as well as those of the EU and NATO. Ernest Petrič, an advisor to President Borur Pahor, supported the government’s decision in recalling Slovenia’s ambassador to Russia for consultations. According to Petrič, by doing so, Slovenia had sent a message that it disagreed with such actions and expressed solidarity with its allies. ""It would’ve been a cardinal mistake if we didn’t do anything. It would’ve pushed us to the edge of an area which is based on common values,"" he warned. Slovenia’s Ambassador to Russia, Primož Šeliga, was also at the session but did not participate in the debate. After the session, Erjavec said the ambassador was recalled for consultations for an indefinite period. The minister said that it will still have to be decided when the ambassador returns to Moscow. After debating for three hours the a half the committee failed to arrive at any conclusions. The chair of the committee, Jožef Horvat, only read a statement that the committee got acquainted with the government’s position on the expulsion of Russian diplomats.","['Slovenia', 'Russia', 'Great Britain', 'Iraq', 'Moscow', 'Bulgaria', 'Luxembourg', 'Malta', 'Portugal']","[46.1199444, 64.6863136, 54.3151594, 33.0955793, 55.7505412, 42.6073975, 49.8158683, 35.8885993, 39.6621648]","[14.8153333, 97.7453061, -1.9181532, 44.1749775, 37.6174782, 25.4856617, 6.1296751, 14.4476911, -8.1353519]"
